Serial,Date,Time,State/UnionTerritory,Cured,Deaths,Confirmed,Total_Confirmed_cases_Indian_National,Total_Confirmed_cases_Foreign_National
6289,15-09-2020,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,2513,2,2763,2763,0
6290,15-09-2020,8:00 AM,Delhi,188122,4770,221533,221533,0
6291,15-09-2020,8:00 AM,Goa,19648,304,24898,24898,0
6292,15-09-2020,8:00 AM,Gujarat,95138,3227,114834,114834,0
6293,15-09-2020,8:00 AM,Haryana,74712,1000,96129,96113,16
6294,15-09-2020,8:00 AM,Himachal Pradesh,6182,82,9923,9923,
6295,15-09-2020,8:00 AM,Jammu and Kashmir,36381,895,55325,55325,
6296,15-09-2020,8:00 AM,Jharkhand,48112,561,62737,62737,
6297,15-09-2020,8:00 AM,Karnataka,361823,7384,467689,467689,
6298,15-09-2020,8:00 AM,Kerala,79809,454,110818,110818,
6299,15-09-2020,8:00 AM,Ladakh,2475,41,3419,3419,
6300,15-09-2020,8:00 AM,Madhya Pradesh,67711,1791,90730,90730,
6301,15-09-2020,8:00 AM,Maharashtra,755850,29894,1077374,1077374,
6302,15-09-2020,8:00 AM,Manipur,6340,46,7971,7971,
6303,15-09-2020,8:00 AM,Meghalaya,2151,27,3864,3864,0
6304,15-09-2020,8:00 AM,Mizoram,919,0,1468,1468,0
6305,15-09-2020,8:00 AM,Nagaland,3915,10,5214,5214,0
6306,15-09-2020,8:00 AM,Odisha,122024,637,155005,155005,0
6307,15-09-2020,8:00 AM,Puducherry,15027,394,20226,20226,0
6308,15-09-2020,8:00 AM,Punjab,58999,2424,82113,82113,0
6309,15-09-2020,8:00 AM,Rajasthan,86162,1250,104138,104129,9
6310,15-09-2020,8:00 AM,Sikkim,1521,16,2119,2119,0
6311,15-09-2020,8:00 AM,Tamil Nadu,453165,8434,508511,508510,1
6312,15-09-2020,8:00 AM,Telengana,129187,984,160571,160571,0
6313,15-09-2020,8:00 AM,Tripura,11925,207,19696,19696,0
6314,15-09-2020,8:00 AM,Uttarakhand,22213,429,33016,33007,9
6315,15-09-2020,8:00 AM,Uttar Pradesh,245417,4491,317195,317186,9
6316,15-09-2020,8:00 AM,West Bengal,178223,4003,205919,205919,0
6317,16-09-2020,8:00 AM,Andaman and Nicobar Islands,3318,52,3574,3574,0
6318,16-09-2020,8:00 AM,Andhra Pradesh,486531,5041,583925,583925,0
6319,16-09-2020,8:00 AM,Arunachal Pradesh,4658,13,6466,6466,0
6320,16-09-2020,8:00 AM,Assam,116903,492,146575,146575,0
6321,16-09-2020,8:00 AM,Bihar,146980,836,160871,160871,0
6322,16-09-2020,8:00 AM,Chandigarh,5502,99,8592,8592,0
6323,16-09-2020,8:00 AM,Chhattisgarh,34279,589,70777,70777,0
6324,16-09-2020,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,2552,2,2783,2783,0
6325,16-09-2020,8:00 AM,Delhi,191203,4806,225796,225796,0
6326,16-09-2020,8:00 AM,Goa,20094,315,25511,25507,4
6327,16-09-2020,8:00 AM,Gujarat,96582,3244,116183,116183,0
6328,16-09-2020,8:00 AM,Haryana,77166,1026,98622,98622,0
6329,16-09-2020,8:00 AM,Himachal Pradesh,6444,90,10335,10335,0
6330,16-09-2020,8:00 AM,Jammu and Kashmir,37062,914,56654,56654,0
6331,16-09-2020,8:00 AM,Jharkhand,49750,571,64439,64439,0
6332,16-09-2020,8:00 AM,Karnataka,369229,7481,475265,475265,0
6333,16-09-2020,8:00 AM,Kerala,82341,466,114033,114033,0
6334,16-09-2020,8:00 AM,Ladakh,2517,44,3499,3499,0
6335,16-09-2020,8:00 AM,Madhya Pradesh,69613,1820,93053,93053,0
6336,16-09-2020,8:00 AM,Maharashtra,775273,30409,1097856,1097856,0
6337,16-09-2020,8:00 AM,Manipur,6418,47,8210,8210,0
6338,16-09-2020,8:00 AM,Meghalaya,2190,28,4036,4036,0
6339,16-09-2020,8:00 AM,Mizoram,922,0,1480,1480,0
6340,16-09-2020,8:00 AM,Nagaland,3945,15,5229,5229,0
6341,16-09-2020,8:00 AM,Odisha,125738,645,158650,158650,0
6342,16-09-2020,8:00 AM,Puducherry,15522,405,20601,20601,0
6343,16-09-2020,8:00 AM,Punjab,60814,2514,84482,84482,0
6344,16-09-2020,8:00 AM,Rajasthan,87873,1264,105898,105898,0
6345,16-09-2020,8:00 AM,Sikkim,1690,19,2173,2173,0
6346,16-09-2020,8:00 AM,Tamil Nadu,458900,8502,514208,514208,0
6347,16-09-2020,8:00 AM,Telengana,131447,996,162844,162844,0
6348,16-09-2020,8:00 AM,Tripura,12435,217,20150,20150,0
6349,16-09-2020,8:00 AM,Uttarakhand,23230,438,34407,34407,0
6350,16-09-2020,8:00 AM,Uttar Pradesh,252097,4604,324036,324036,0
6351,16-09-2020,8:00 AM,West Bengal,181142,4062,209146,209146,0
6352,17-09-2020,8:00 AM,Andaman and Nicobar Islands,3345,52,3593,3593,0
6353,17-09-2020,8:00 AM,Andhra Pradesh,497376,5105,592760,592760,0
6354,17-09-2020,8:00 AM,Arunachal Pradesh,4787,13,6692,6692,0
6355,17-09-2020,8:00 AM,Assam,119367,511,148969,148969,0
6356,17-09-2020,8:00 AM,Bihar,148656,848,162463,162463,0
6357,17-09-2020,8:00 AM,Chandigarh,5683,104,8958,8958,0
6358,17-09-2020,8:00 AM,Chhattisgarh,35885,611,73966,73966,0
6359,17-09-2020,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,2575,2,2810,2810,0
6360,17-09-2020,8:00 AM,Delhi,194516,4839,230269,230269,0
6361,17-09-2020,8:00 AM,Goa,20445,319,26139,26139,0
6362,17-09-2020,8:00 AM,Gujarat,98029,3256,117547,117547,0
6363,17-09-2020,8:00 AM,Haryana,78937,1045,101316,101316,0
6364,17-09-2020,8:00 AM,Himachal Pradesh,6558,91,10795,10795,0
6365,17-09-2020,8:00 AM,Jammu and Kashmir,37809,932,58244,58244,0
6366,17-09-2020,8:00 AM,Jharkhand,51357,579,66074,66074,0
6367,17-09-2020,8:00 AM,Karnataka,375809,7536,484990,484990,0
6368,17-09-2020,8:00 AM,Kerala,84608,480,117863,117863,0
6369,17-09-2020,8:00 AM,Ladakh,2536,46,3535,3535,0
6370,17-09-2020,8:00 AM,Madhya Pradesh,71535,1844,95515,95515,0
6371,17-09-2020,8:00 AM,Maharashtra,792832,30883,1121221,1121221,0
6372,17-09-2020,8:00 AM,Manipur,6521,48,8320,8320,0
6373,17-09-2020,8:00 AM,Meghalaya,2264,29,4195,4195,0
6374,17-09-2020,8:00 AM,Mizoram,939,0,1506,1506,0
6375,17-09-2020,8:00 AM,Nagaland,3987,15,5263,5263,0
6376,17-09-2020,8:00 AM,Odisha,129859,656,162920,162920,0
6377,17-09-2020,8:00 AM,Puducherry,15923,418,21111,21111,0
6378,17-09-2020,8:00 AM,Punjab,63570,2592,87184,87184,0
6379,17-09-2020,8:00 AM,Rajasthan,89352,1279,107680,107671,9
6380,17-09-2020,8:00 AM,Sikkim,1722,19,2221,2221,0
6381,17-09-2020,8:00 AM,Tamil Nadu,464668,8559,519860,519851,9
6382,17-09-2020,8:00 AM,Telengana,133555,1005,165003,165003,0
6383,17-09-2020,8:00 AM,Tripura,12956,222,20676,20676,0
6384,17-09-2020,8:00 AM,Uttarakhand,24432,447,35947,35938,9
6385,17-09-2020,8:00 AM,Uttar Pradesh,258573,4690,330265,330256,9
6386,17-09-2020,8:00 AM,West Bengal,184113,4123,212383,212383,0
6387,18-09-2020,8:00 AM,Andaman and Nicobar Islands,3378,52,3604,3604,0
6388,18-09-2020,8:00 AM,Andhra Pradesh,508088,5177,601462,601462,0
6389,18-09-2020,8:00 AM,Arunachal Pradesh,4967,13,6851,6851,0
6390,18-09-2020,8:00 AM,Assam,121613,528,150349,150349,0
6391,18-09-2020,8:00 AM,Bihar,150040,855,164051,164051,0
6392,18-09-2020,8:00 AM,Chandigarh,6062,109,9256,9256,0
6393,18-09-2020,8:00 AM,Chhattisgarh,41111,628,77775,77775,0
6394,18-09-2020,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,2608,2,2831,2831,0
6395,18-09-2020,8:00 AM,Delhi,198103,4877,234701,234687,14
6396,18-09-2020,8:00 AM,Goa,20844,327,26783,26779,4
6397,18-09-2020,8:00 AM,Gujarat,99681,3270,118926,118926,0
6398,18-09-2020,8:00 AM,Haryana,81690,1069,103773,103773,0
6399,18-09-2020,8:00 AM,Himachal Pradesh,6946,98,11190,11190,0
6400,18-09-2020,8:00 AM,Jammu and Kashmir,38521,951,59711,59711,0
6401,18-09-2020,8:00 AM,Jharkhand,52807,590,67100,67100,0
6402,18-09-2020,8:00 AM,Karnataka,383077,7629,494356,494356,0
6403,18-09-2020,8:00 AM,Kerala,87345,489,122214,122214,0
6404,18-09-2020,8:00 AM,Ladakh,2558,46,3576,3576,0
6405,18-09-2020,8:00 AM,Madhya Pradesh,74398,1877,97906,97906,0
6406,18-09-2020,8:00 AM,Maharashtra,812354,31351,1145840,1145830,10
6407,18-09-2020,8:00 AM,Manipur,6538,51,8430,8430,0
6408,18-09-2020,8:00 AM,Meghalaya,2342,31,4356,4356,0
6409,18-09-2020,8:00 AM,Mizoram,949,0,1534,1534,0
6410,18-09-2020,8:00 AM,Nagaland,4098,15,5306,5306,0
6411,18-09-2020,8:00 AM,Odisha,133466,669,167161,167161,0
6412,18-09-2020,8:00 AM,Puducherry,16253,431,21428,21428,0
6413,18-09-2020,8:00 AM,Punjab,65818,2646,90032,90032,0
6414,18-09-2020,8:00 AM,Rajasthan,90685,1293,109473,109464,9
6415,18-09-2020,8:00 AM,Sikkim,1789,22,2274,2274,0
6416,18-09-2020,8:00 AM,Tamil Nadu,470192,8618,525420,525411,9
6417,18-09-2020,8:00 AM,Telengana,135357,1016,167046,167034,12
6418,18-09-2020,8:00 AM,Tripura,13559,228,20949,20949,0
6419,18-09-2020,8:00 AM,Uttarakhand,24965,460,37139,37130,9
6420,18-09-2020,8:00 AM,Uttar Pradesh,263288,4771,336294,336285,9
6421,18-09-2020,8:00 AM,West Bengal,187061,4183,215580,215580,0
6422,19-09-2020,8:00 AM,Andaman and Nicobar Islands,3414,52,3631,3631,0
6423,19-09-2020,8:00 AM,Andhra Pradesh,519891,5244,609558,609558,0
6424,19-09-2020,8:00 AM,Arunachal Pradesh,5106,13,7005,7005,0
6425,19-09-2020,8:00 AM,Assam,123687,540,152858,152858,0
6426,19-09-2020,8:00 AM,Bihar,151750,859,165218,165218,0
6427,19-09-2020,8:00 AM,Chandigarh,6415,113,9506,9506,0
6428,19-09-2020,8:00 AM,Chhattisgarh,44392,645,81617,81617,0
6429,19-09-2020,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,2639,2,2859,2859,0
6430,19-09-2020,8:00 AM,Delhi,201671,4907,238828,238828,0
6431,19-09-2020,8:00 AM,Goa,21314,335,27379,27379,0
6432,19-09-2020,8:00 AM,Gujarat,100974,3286,120336,120336,0
6433,19-09-2020,8:00 AM,Haryana,83878,1092,106261,106261,0
6434,19-09-2020,8:00 AM,Himachal Pradesh,7081,111,11622,11622,0
6435,19-09-2020,8:00 AM,Jammu and Kashmir,39305,966,61041,61041,0
6436,19-09-2020,8:00 AM,Jharkhand,54052,602,68578,68578,0
6437,19-09-2020,8:00 AM,Karnataka,394026,7808,502982,502982,0
6438,19-09-2020,8:00 AM,Kerala,90085,501,126381,126381,0
6439,19-09-2020,8:00 AM,Ladakh,2600,48,3635,3635,0
6440,19-09-2020,8:00 AM,Madhya Pradesh,76952,1901,100458,100458,0
6441,19-09-2020,8:00 AM,Maharashtra,834432,31791,1167496,1167496,0
6442,19-09-2020,8:00 AM,Manipur,6629,52,8607,8607,0
6443,19-09-2020,8:00 AM,Meghalaya,2437,32,4445,4445,0
6444,19-09-2020,8:00 AM,Mizoram,973,0,1548,1548,0
6445,19-09-2020,8:00 AM,Nagaland,4129,15,5357,5357,0
6446,19-09-2020,8:00 AM,Odisha,137567,682,171341,171341,0
6447,19-09-2020,8:00 AM,Puducherry,16715,462,21913,21913,0
6448,19-09-2020,8:00 AM,Punjab,68463,2708,92833,92833,0
6449,19-09-2020,8:00 AM,Rajasthan,92265,1308,111290,111290,0
6450,19-09-2020,8:00 AM,Sikkim,1857,24,2303,2303,0
6451,19-09-2020,8:00 AM,Tamil Nadu,475717,8685,530908,530908,0
6452,19-09-2020,8:00 AM,Telengana,137508,1025,169169,169157,0
6453,19-09-2020,8:00 AM,Tripura,14142,235,21484,21484,0
6454,19-09-2020,8:00 AM,Uttarakhand,26250,464,38007,37998,9
6455,19-09-2020,8:00 AM,Uttar Pradesh,270094,4869,342788,342788,0
6456,19-09-2020,8:00 AM,West Bengal,190021,4242,218772,218772,0
6457,20-09-2020,8:00 AM,Andaman and Nicobar Islands,3436,52,3644,3644,0
6458,20-09-2020,8:00 AM,Andhra Pradesh,530711,5302,617776,617776,0
6459,20-09-2020,8:00 AM,Arunachal Pradesh,5280,13,7250,7250,0
6460,20-09-2020,8:00 AM,Assam,125543,548,155453,155453,0
6461,20-09-2020,8:00 AM,Bihar,153298,861,166788,166788,0
6462,20-09-2020,8:00 AM,Chandigarh,6766,119,9796,9796,0
6463,20-09-2020,8:00 AM,Chhattisgarh,46081,664,84234,84234,0
6464,20-09-2020,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,2677,2,2887,2887,0
6465,20-09-2020,8:00 AM,Delhi,205890,4945,242899,242899,0
6466,20-09-2020,8:00 AM,Goa,21760,342,28022,28022,0
6467,20-09-2020,8:00 AM,Gujarat,102444,3302,121768,121768,0
6468,20-09-2020,8:00 AM,Haryana,86150,1120,108952,108952,0
6469,20-09-2020,8:00 AM,Himachal Pradesh,7484,116,11908,11908,0
6470,20-09-2020,8:00 AM,Jammu and Kashmir,40265,987,62533,62533,0
6471,20-09-2020,8:00 AM,Jharkhand,55697,615,69860,69860,0
6472,20-09-2020,8:00 AM,Karnataka,404841,7922,511346,511346,0
6473,20-09-2020,8:00 AM,Kerala,92951,519,131005,131005,0
6474,20-09-2020,8:00 AM,Ladakh,2666,49,3708,3708,0
6475,20-09-2020,8:00 AM,Madhya Pradesh,79158,1943,103065,103065,0
6476,20-09-2020,8:00 AM,Maharashtra,857933,32216,1188015,1188015,0
6477,20-09-2020,8:00 AM,Manipur,6723,55,8724,8724,0
6478,20-09-2020,8:00 AM,Meghalaya,2483,36,4557,4557,0
6479,20-09-2020,8:00 AM,Mizoram,990,0,1578,1578,0
6480,20-09-2020,8:00 AM,Nagaland,4171,15,5392,5392,0
6481,20-09-2020,8:00 AM,Odisha,141657,691,175550,175550,0
6482,20-09-2020,8:00 AM,Puducherry,17209,462,22456,22456,0
6483,20-09-2020,8:00 AM,Punjab,70373,2757,95529,95529,0
6484,20-09-2020,8:00 AM,Rajasthan,93805,1322,113124,113115,9
6485,20-09-2020,8:00 AM,Sikkim,1972,25,2423,2423,0
6486,20-09-2020,8:00 AM,Tamil Nadu,481273,8751,536477,536468,9
6487,20-09-2020,8:00 AM,Telengana,139700,1033,171306,171294,12
6488,20-09-2020,8:00 AM,Tripura,14810,239,22032,22032,0
6489,20-09-2020,8:00 AM,Uttarakhand,27142,478,40085,40076,9
6490,20-09-2020,8:00 AM,Uttar Pradesh,276690,4953,348517,348508,9
6491,20-09-2020,8:00 AM,West Bengal,193014,4298,221960,221960,0
6492,21-09-2020,8:00 AM,Andaman and Nicobar Islands,3452,52,3651,3651,0
6493,21-09-2020,8:00 AM,Andhra Pradesh,541319,5359,625514,625514,0
6494,21-09-2020,8:00 AM,Arunachal Pradesh,5408,13,7385,7385,0
6495,21-09-2020,8:00 AM,Assam,127338,562,156680,156680,0
6496,21-09-2020,8:00 AM,Bihar,155155,864,169024,169024,0
6497,21-09-2020,8:00 AM,Chandigarh,7138,123,10082,10082,0
6498,21-09-2020,8:00 AM,Chhattisgarh,47653,677,86183,86183,0
6499,21-09-2020,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,2693,2,2924,2924,0
6500,21-09-2020,8:00 AM,Delhi,209632,4982,246711,246711,0
6501,21-09-2020,8:00 AM,Goa,22297,351,28429,28429,0
6502,21-09-2020,8:00 AM,Gujarat,103648,3319,123175,123175,0
6503,21-09-2020,8:00 AM,Haryana,88697,1149,111257,111257,0
6504,21-09-2020,8:00 AM,Himachal Pradesh,7565,120,12129,12129,0
6505,21-09-2020,8:00 AM,Jammu and Kashmir,40957,1001,63990,63990,0
6506,21-09-2020,8:00 AM,Jharkhand,56944,617,71352,71352,0
6507,21-09-2020,8:00 AM,Karnataka,413452,8023,519537,519537,0
6508,21-09-2020,8:00 AM,Kerala,95702,535,135721,135721,0
6509,21-09-2020,8:00 AM,Ladakh,2691,49,3753,3753,0
6510,21-09-2020,8:00 AM,Madhya Pradesh,81374,1970,105644,105644,0
6511,21-09-2020,8:00 AM,Maharashtra,884341,32671,1208642,1208642,0
6512,21-09-2020,8:00 AM,Manipur,6767,57,8894,8894,0
6513,21-09-2020,8:00 AM,Meghalaya,2513,36,4660,4660,0
6514,21-09-2020,8:00 AM,Mizoram,1002,0,1585,1585,0
6515,21-09-2020,8:00 AM,Nagaland,4252,15,5451,5451,0
6516,21-09-2020,8:00 AM,Odisha,145675,701,179880,179880,0
6517,21-09-2020,8:00 AM,Puducherry,17556,462,22926,22926,0
6518,21-09-2020,8:00 AM,Punjab,72598,2813,97689,97689,0
6519,21-09-2020,8:00 AM,Rajasthan,95469,1336,114989,114989,0
6520,21-09-2020,8:00 AM,Sikkim,1975,28,2472,2472,0
6521,21-09-2020,8:00 AM,Tamil Nadu,486479,8811,541993,541993,0
6522,21-09-2020,8:00 AM,Telengana,141930,1042,172608,172608,0
6523,21-09-2020,8:00 AM,Tripura,15464,245,22275,22275,0
6524,21-09-2020,8:00 AM,Uttarakhand,28017,491,40963,40963,0
6525,21-09-2020,8:00 AM,Uttar Pradesh,283274,5047,354275,354275,0
6526,21-09-2020,8:00 AM,West Bengal,195972,4359,225137,225137,0
6527,22-09-2020,8:00 AM,Andaman and Nicobar Islands,3469,52,3673,3673,0
6528,22-09-2020,8:00 AM,Andhra Pradesh,551821,5410,631749,631749,0
6529,22-09-2020,8:00 AM,Arunachal Pradesh,5643,13,7595,7595,0
6530,22-09-2020,8:00 AM,Assam,129133,578,159320,159320,0
6531,22-09-2020,8:00 AM,Bihar,156242,870,169651,169651,0
6532,22-09-2020,8:00 AM,Chandigarh,7411,126,10298,10298,0
6533,22-09-2020,8:00 AM,Chhattisgarh,49564,690,88181,88181,0
6534,22-09-2020,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,2711,2,2933,2933,0
6535,22-09-2020,8:00 AM,Delhi,213304,5014,249259,249259,0
6536,22-09-2020,8:00 AM,Goa,22726,360,28753,28753,0
6537,22-09-2020,8:00 AM,Gujarat,104964,3336,124605,124605,0
6538,22-09-2020,8:00 AM,Haryana,90884,1177,113075,113075,0
6539,22-09-2020,8:00 AM,Himachal Pradesh,7853,127,12438,12438,0
6540,22-09-2020,8:00 AM,Jammu and Kashmir,42115,1024,65026,65026,0
6541,22-09-2020,8:00 AM,Jharkhand,58543,626,72673,72673,0
6542,22-09-2020,8:00 AM,Karnataka,423377,8145,526876,526876,0
6543,22-09-2020,8:00 AM,Kerala,98724,553,138631,138631,0
6544,22-09-2020,8:00 AM,Ladakh,2735,50,3832,3832,0
6545,22-09-2020,8:00 AM,Madhya Pradesh,83618,2007,108167,108167,0
6546,22-09-2020,8:00 AM,Maharashtra,916348,33015,1224380,1224370,10
6547,22-09-2020,8:00 AM,Manipur,6838,59,9010,9010,0
6548,22-09-2020,8:00 AM,Meghalaya,2527,37,4733,4733,0
6549,22-09-2020,8:00 AM,Mizoram,1012,0,1692,1692,0
6550,22-09-2020,8:00 AM,Nagaland,4477,15,5544,5544,0
6551,22-09-2020,8:00 AM,Odisha,149379,710,184122,184122,0
6552,22-09-2020,8:00 AM,Puducherry,18065,467,23191,23191,0
6553,22-09-2020,8:00 AM,Punjab,75409,2860,99930,99930,0
6554,22-09-2020,8:00 AM,Rajasthan,97284,1352,116881,116881,9
6555,22-09-2020,8:00 AM,Sikkim,1986,29,2528,2528,0
6556,22-09-2020,8:00 AM,Tamil Nadu,491971,8871,547337,547337,0
6557,22-09-2020,8:00 AM,Telengana,144073,1052,174774,174774,0
6558,22-09-2020,8:00 AM,Tripura,15883,251,22834,22834,0
6559,22-09-2020,8:00 AM,Uttarakhand,29201,501,41777,41777,0
6560,22-09-2020,8:00 AM,Uttar Pradesh,289594,5135,358893,358893,0
6561,22-09-2020,8:00 AM,West Bengal,198983,4421,228302,228302,0
6562,23-09-2020,8:00 AM,Andaman and Nicobar Islands,3479,52,3691,3691,0
6563,23-09-2020,8:00 AM,Andhra Pradesh,562376,5461,639302,639302,0
6564,23-09-2020,8:00 AM,Arunachal Pradesh,5778,14,7844,7844,0
6565,23-09-2020,8:00 AM,Assam,130950,586,161393,161393,0
6566,23-09-2020,8:00 AM,Bihar,157454,873,171255,171255,0
6567,23-09-2020,8:00 AM,Chandigarh,7794,130,10546,10546,0
6568,23-09-2020,8:00 AM,Chhattisgarh,52001,718,90917,90917,0
6569,23-09-2020,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,2744,2,2944,1472,0
6570,23-09-2020,8:00 AM,Delhi,216401,5051,253075,253075,0
6571,23-09-2020,8:00 AM,Goa,23462,368,29343,29343,0
6572,23-09-2020,8:00 AM,Gujarat,106285,3352,126007,126007,0
6573,23-09-2020,8:00 AM,Haryana,93776,1206,114870,114870,0
6574,23-09-2020,8:00 AM,Himachal Pradesh,8511,134,12769,12769,0
6575,23-09-2020,8:00 AM,Jammu and Kashmir,43734,1042,66261,66261,0
6576,23-09-2020,8:00 AM,Jharkhand,60027,641,73948,73948,0
6577,23-09-2020,8:00 AM,Karnataka,432450,8228,533850,533850,0
6578,23-09-2020,8:00 AM,Kerala,101731,572,142756,142756,0
6579,23-09-2020,8:00 AM,Ladakh,2809,50,3887,3887,0
6580,23-09-2020,8:00 AM,Madhya Pradesh,86030,2035,110711,110711,0
6581,23-09-2020,8:00 AM,Maharashtra,936554,33407,1242770,1242770,0
6582,23-09-2020,8:00 AM,Manipur,6887,60,9280,9280,0
6583,23-09-2020,8:00 AM,Meghalaya,2706,38,4791,4791,0
6584,23-09-2020,8:00 AM,Mizoram,1023,0,1713,1713,0
6585,23-09-2020,8:00 AM,Nagaland,4517,15,5604,5604,0
6586,23-09-2020,8:00 AM,Odisha,153213,721,188311,188311,0
6587,23-09-2020,8:00 AM,Puducherry,18454,473,23684,23684,0
6588,23-09-2020,8:00 AM,Punjab,77127,2926,101341,101341,0
6589,23-09-2020,8:00 AM,Rajasthan,98812,1367,118793,118793,0
6590,23-09-2020,8:00 AM,Sikkim,2009,29,2594,2594,0
6591,23-09-2020,8:00 AM,Tamil Nadu,497377,8947,552674,552674,0
6592,23-09-2020,8:00 AM,Telengana,146135,1062,177070,177070,0
6593,23-09-2020,8:00 AM,Tripura,16486,253,23338,23338,0
6594,23-09-2020,8:00 AM,Uttarakhand,30308,512,42651,42642,9
6595,23-09-2020,8:00 AM,Uttar Pradesh,296183,5212,364543,364543,0
6596,23-09-2020,8:00 AM,West Bengal,202030,4483,231484,231484,0
6597,24-09-2020,8:00 AM,Andaman and Nicobar Islands,3494,52,3712,3712,0
6598,24-09-2020,8:00 AM,Andhra Pradesh,570667,5506,646530,646530,0
6599,24-09-2020,8:00 AM,Arunachal Pradesh,5903,14,8133,8133,0
6600,24-09-2020,8:00 AM,Assam,132712,597,163491,163491,0
6601,24-09-2020,8:00 AM,Bihar,159022,874,172854,172854,0
6602,24-09-2020,8:00 AM,Chandigarh,8049,140,10726,10726,0
6603,24-09-2020,8:00 AM,Chhattisgarh,56773,728,93351,93351,0
6604,24-09-2020,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,2755,2,2962,2962,0
6605,24-09-2020,8:00 AM,Delhi,220866,5087,256789,256789,0
6606,24-09-2020,8:00 AM,Goa,23857,376,29879,29879,0
6607,24-09-2020,8:00 AM,Gujarat,107574,3367,127379,127379,0
6608,24-09-2020,8:00 AM,Haryana,96347,1233,116856,116856,0
6609,24-09-2020,8:00 AM,Himachal Pradesh,8959,140,13049,13049,0
6610,24-09-2020,8:00 AM,Jammu and Kashmir,46530,1062,67510,67510,0
6611,24-09-2020,8:00 AM,Jharkhand,61559,648,75089,75089,0
6612,24-09-2020,8:00 AM,Karnataka,437910,8266,540847,540847,0
6613,24-09-2020,8:00 AM,Kerala,104682,592,148132,148132,0
6614,24-09-2020,8:00 AM,Ladakh,2844,51,3933,3933,0
6615,24-09-2020,8:00 AM,Madhya Pradesh,88168,2077,113057,113057,0
6616,24-09-2020,8:00 AM,Maharashtra,956030,33886,1263799,1263799,0
6617,24-09-2020,8:00 AM,Manipur,7108,62,9376,9376,0
6618,24-09-2020,8:00 AM,Meghalaya,2859,42,4961,4961,0
6619,24-09-2020,8:00 AM,Mizoram,1095,0,1713,1713,0
6620,24-09-2020,8:00 AM,Nagaland,4536,16,5671,5671,0
6621,24-09-2020,8:00 AM,Odisha,157265,736,192548,192548,0
6622,24-09-2020,8:00 AM,Puducherry,18893,481,24227,24227,0
6623,24-09-2020,8:00 AM,Punjab,79244,2990,103464,103464,0
6624,24-09-2020,8:00 AM,Rajasthan,100365,1382,120739,120739,0
6625,24-09-2020,8:00 AM,Sikkim,2023,30,2628,2628,0
6626,24-09-2020,8:00 AM,Tamil Nadu,502740,9010,557999,557999,0
6627,24-09-2020,8:00 AM,Telengana,148139,1070,179246,179246,0
6628,24-09-2020,8:00 AM,Tripura,16978,260,23789,23789,0
6629,24-09-2020,8:00 AM,Uttarakhand,31324,529,43720,43720,0
6630,24-09-2020,8:00 AM,Uttar Pradesh,302689,5299,369686,369685,1
6631,24-09-2020,8:00 AM,West Bengal,205028,4544,234673,234673,0
6632,25-09-2020,8:00 AM,Andaman and Nicobar Islands,3503,52,3744,3744,0
6633,25-09-2020,8:00 AM,Andhra Pradesh,579474,5558,654385,654385,0
6634,25-09-2020,8:00 AM,Arunachal Pradesh,6071,14,8416,8416,0
6635,25-09-2020,8:00 AM,Assam,135144,608,165582,165582,0
6636,25-09-2020,8:00 AM,Bihar,160178,878,174071,174071,0
6637,25-09-2020,8:00 AM,Chandigarh,8342,144,10968,10968,0
6638,25-09-2020,8:00 AM,Chhattisgarh,58833,752,95623,95623,0
6639,25-09-2020,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,2785,2,2977,1488,0
6640,25-09-2020,8:00 AM,Delhi,224375,5123,260623,260623,0
6641,25-09-2020,8:00 AM,Goa,24347,383,30552,30552,0
6642,25-09-2020,8:00 AM,Gujarat,109079,3381,128787,128787,0
6643,25-09-2020,8:00 AM,Haryana,98410,1255,118554,118554,0
6644,25-09-2020,8:00 AM,Himachal Pradesh,9252,150,13386,13386,0
6645,25-09-2020,8:00 AM,Jammu and Kashmir,48079,1084,68614,68614,0
6646,25-09-2020,8:00 AM,Jharkhand,62945,652,76438,76438,0
6647,25-09-2020,8:00 AM,Karnataka,444658,8331,548557,548557,0
6648,25-09-2020,8:00 AM,Kerala,107850,613,154456,154456,0
6649,25-09-2020,8:00 AM,Ladakh,2893,54,3969,3969,0
6650,25-09-2020,8:00 AM,Madhya Pradesh,90495,2122,115361,115361,0
6651,25-09-2020,8:00 AM,Maharashtra,973214,34345,1282963,1282963,0
6652,25-09-2020,8:00 AM,Manipur,7369,62,9537,9537,0
6653,25-09-2020,8:00 AM,Meghalaya,3058,43,5078,5078,0
6654,25-09-2020,8:00 AM,Mizoram,1105,0,1786,1786,0
6655,25-09-2020,8:00 AM,Nagaland,4626,16,5730,5730,0
6656,25-09-2020,8:00 AM,Odisha,161044,752,196888,196888,0
